session,search,position,product
8f0d69761431db80/2,1,4,3242
85a08c03d2e9c24b/8,1,1,3174
85a08c03d2e9c24b/8,1,2,3017
85a08c03d2e9c24b/8,1,3,3126
85a08c03d2e9c24b/8,1,4,3085
85a08c03d2e9c24b/8,1,5,3087
85a08c03d2e9c24b/8,1,6,3086
85a08c03d2e9c24b/8,1,7,3100
85a08c03d2e9c24b/8,1,8,3051
85a08c03d2e9c24b/8,1,9,3216
85a08c03d2e9c24b/8,1,10,3055
85a08c03d2e9c24b/8,1,11,3144
85a08c03d2e9c24b/8,1,12,3153
85a08c03d2e9c24b/8,1,13,3204
85a08c03d2e9c24b/8,1,14,3094
85a08c03d2e9c24b/8,1,15,3014
85a08c03d2e9c24b/8,1,16,3088
85a08c03d2e9c24b/8,1,17,3123
85a08c03d2e9c24b/8,1,18,3265
85a08c03d2e9c24b/8,1,19,3273
85a08c03d2e9c24b/8,1,20,3210
85a08c03d2e9c24b/8,1,21,3264
85a08c03d2e9c24b/8,1,22,3275
85a08c03d2e9c24b/8,1,23,3270
85a08c03d2e9c24b/9,1,1,3154
85a08c03d2e9c24b/9,1,2,3017
85a08c03d2e9c24b/9,1,3,3144
85a08c03d2e9c24b/9,1,4,3126
85a08c03d2e9c24b/9,1,5,3051
85a08c03d2e9c24b/9,1,6,3100
85a08c03d2e9c24b/9,1,7,3087
85a08c03d2e9c24b/9,1,8,3143
85a08c03d2e9c24b/9,1,9,3086
85a08c03d2e9c24b/9,1,10,3085
85a08c03d2e9c24b/9,1,11,3153
85a08c03d2e9c24b/9,1,12,3216
85a08c03d2e9c24b/9,1,13,3055
85a08c03d2e9c24b/9,1,14,3123
85a08c03d2e9c24b/9,1,15,3204
85a08c03d2e9c24b/9,1,16,3094
85a08c03d2e9c24b/9,1,17,3144
85a08c03d2e9c24b/9,1,18,3046
85a08c03d2e9c24b/9,1,19,3205
85a08c03d2e9c24b/9,1,20,3187
85a08c03d2e9c24b/10,1,1,3119
85a08c03d2e9c24b/10,1,2,3213
85a08c03d2e9c24b/10,1,3,3147
85a08c03d2e9c24b/10,1,4,3116
85a08c03d2e9c24b/10,1,5,3239
85a08c03d2e9c24b/10,1,6,3012
f90cdfc68171b56f/2,1,1,3195
f90cdfc68171b56f/2,1,2,3117
f90cdfc68171b56f/2,1,3,3034
f90cdfc68171b56f/2,1,4,3001
f90cdfc68171b56f/2,1,5,3124
f90cdfc68171b56f/2,1,6,3100
f90cdfc68171b56f/2,1,7,3193
f90cdfc68171b56f/2,1,8,3145
f90cdfc68171b56f/2,1,9,3002
2aa0f041f349cfb7/1,1,1,313
2aa0f041f349cfb7/1,1,2,1032
2aa0f041f349cfb7/1,1,3,372
2aa0f041f349cfb7/1,1,4,683
2aa0f041f349cfb7/1,1,5,848
f48905e4915dea21/1,1,1,3086
f48905e4915dea21/1,1,2,3087
f48905e4915dea21/1,1,3,3085
f48905e4915dea21/1,1,4,3044
f48905e4915dea21/1,1,5,3204
f48905e4915dea21/1,1,6,3088
f48905e4915dea21/1,1,7,3153
f48905e4915dea21/1,1,8,3174
f48905e4915dea21/1,1,9,3090
f48905e4915dea21/1,1,10,3091
f48905e4915dea21/1,1,11,3014
f48905e4915dea21/1,1,12,2992
f48905e4915dea21/1,1,13,3100
f48905e4915dea21/1,1,14,3051
f48905e4915dea21/1,1,15,3096
f48905e4915dea21/1,1,16,3008
f48905e4915dea21/1,1,17,3102
f48905e4915dea21/1,1,18,3244
721166e6509fbf10/1,1,1,3099
721166e6509fbf10/1,1,2,3053
721166e6509fbf10/1,1,3,3210
721166e6509fbf10/1,1,4,3244
721166e6509fbf10/1,1,5,3010
721166e6509fbf10/1,1,6,3150
721166e6509fbf10/1,1,7,2993
721166e6509fbf10/1,1,8,3164
721166e6509fbf10/1,1,9,3411
721166e6509fbf10/1,1,10,3186
721166e6509fbf10/1,1,11,3208
e820fcedda94aa09/8,1,1,3003
e820fcedda94aa09/8,1,2,3004
e820fcedda94aa09/8,1,3,3005
e820fcedda94aa09/8,1,4,3006
e820fcedda94aa09/8,1,5,3007
e820fcedda94aa09/8,1,6,2986
e820fcedda94aa09/8,1,7,3009
e820fcedda94aa09/8,1,8,3010
e820fcedda94aa09/8,1,9,3011
e820fcedda94aa09/8,1,10,3012
e820fcedda94aa09/8,1,11,3013
e820fcedda94aa09/9,1,1,3014
e820fcedda94aa09/9,1,2,3231
e820fcedda94aa09/9,1,3,3055
e820fcedda94aa09/9,1,4,3100
e820fcedda94aa09/9,1,5,3173
e820fcedda94aa09/9,1,6,3101
e820fcedda94aa09/9,1,7,3082
e820fcedda94aa09/9,1,8,3012
e820fcedda94aa09/9,1,9,2992
e820fcedda94aa09/9,1,10,2986
e820fcedda94aa09/9,1,11,3174
85983154ae29f570/1,1,1,1326
85983154ae29f570/1,1,2,414
85983154ae29f570/1,1,3,1685
85983154ae29f570/1,1,4,2000
85983154ae29f570/1,1,5,761
85983154ae29f570/1,1,6,2751
85983154ae29f570/1,1,7,2934
85983154ae29f570/1,1,8,1242
85983154ae29f570/1,1,9,2772
febc8d102912d6fb/6,1,1,3174
febc8d102912d6fb/6,1,2,3051
febc8d102912d6fb/6,1,3,3017
febc8d102912d6fb/6,1,4,3126
febc8d102912d6fb/6,1,5,3087
febc8d102912d6fb/6,1,6,3143
febc8d102912d6fb/6,1,7,3085
febc8d102912d6fb/6,1,8,3086
febc8d102912d6fb/6,1,9,3100
febc8d102912d6fb/6,1,10,3153
febc8d102912d6fb/6,1,11,3123
febc8d102912d6fb/6,1,12,3055
febc8d102912d6fb/6,1,13,3216
febc8d102912d6fb/6,1,14,3204
febc8d102912d6fb/6,1,15,3094
febc8d102912d6fb/6,1,16,3014
358e9e35d0a44ccd/1,1,1,2699
358e9e35d0a44ccd/1,1,2,3248
358e9e35d0a44ccd/1,1,3,2574
358e9e35d0a44ccd/1,1,4,2699
358e9e35d0a44ccd/1,1,5,2777
358e9e35d0a44ccd/1,1,6,1128
358e9e35d0a44ccd/1,1,7,2803
358e9e35d0a44ccd/1,1,8,1533
358e9e35d0a44ccd/1,1,9,3248
358e9e35d0a44ccd/1,1,10,3247
358e9e35d0a44ccd/1,1,11,3249
358e9e35d0a44ccd/1,1,12,661
32e5fe51a116c51d/3,1,1,3055
32e5fe51a116c51d/3,1,2,3126
32e5fe51a116c51d/3,1,3,3141
32e5fe51a116c51d/3,1,4,3204
32e5fe51a116c51d/3,1,5,3123
e500b3b2b81ba9ee/1,1,1,3100
e500b3b2b81ba9ee/1,1,2,3014
e500b3b2b81ba9ee/1,1,3,3034
e500b3b2b81ba9ee/1,1,4,3147
e500b3b2b81ba9ee/1,1,5,3124
e500b3b2b81ba9ee/1,1,6,3117
e500b3b2b81ba9ee/1,1,7,3194
e500b3b2b81ba9ee/1,1,8,3002
e500b3b2b81ba9ee/1,1,9,3003
e0f4e352315e3af7/5,1,1,3014
e0f4e352315e3af7/5,1,2,3014
e0f4e352315e3af7/5,1,3,3014
e0f4e352315e3af7/5,1,4,3014
e0f4e352315e3af7/5,1,5,3015
e0f4e352315e3af7/5,1,6,3015
e0f4e352315e3af7/5,1,7,3016
dc6cda053d0b4cfe/30,1,1,392
dc6cda053d0b4cfe/30,1,2,154
dc6cda053d0b4cfe/30,1,3,301
dc6cda053d0b4cfe/30,1,4,587
dc6cda053d0b4cfe/30,1,5,344
dc6cda053d0b4cfe/30,1,6,1216
dc6cda053d0b4cfe/30,1,7,171
dc6cda053d0b4cfe/30,1,8,1437
ee78f855eb6db79c/1,1,1,1437
ee78f855eb6db79c/1,1,2,154
ee78f855eb6db79c/1,1,3,392
ee78f855eb6db79c/1,1,4,301
ee78f855eb6db79c/1,1,5,587
ee78f855eb6db79c/1,1,6,344
2ec1c516227f788b/2,1,1,3005
2ec1c516227f788b/2,1,2,3231
2ec1c516227f788b/2,1,3,3117
2ec1c516227f788b/2,1,4,3173
2ec1c516227f788b/2,1,5,3101
2ec1c516227f788b/2,1,6,3156
2ec1c516227f788b/2,1,7,3012
2ec1c516227f788b/2,1,8,2992
2ec1c516227f788b/2,1,9,2986
2ec1c516227f788b/2,1,10,3174
2ec1c516227f788b/3,1,1,3004
2ec1c516227f788b/3,1,2,3231
2ec1c516227f788b/3,1,3,3119
2ec1c516227f788b/3,1,4,3134
2ec1c516227f788b/3,1,5,3072
2ec1c516227f788b/3,1,6,3140
2ec1c516227f788b/3,1,7,3125
2ec1c516227f788b/3,1,8,2977
2ec1c516227f788b/3,1,9,3132
2ec1c516227f788b/3,1,10,3151
2ec1c516227f788b/3,1,11,3474
2ec1c516227f788b/3,1,12,3353
2c1cef0edad15a7c/5,1,1,926
2c1cef0edad15a7c/5,1,2,931
2c1cef0edad15a7c/5,1,3,1906
2c1cef0edad15a7c/5,1,4,1022
2c1cef0edad15a7c/5,1,5,203
2c1cef0edad15a7c/5,1,6,1232
2c1cef0edad15a7c/5,1,7,3463
2c1cef0edad15a7c/5,1,8,1360
2c1cef0edad15a7c/5,1,9,846
2c1cef0edad15a7c/5,1,10,1405
2c1cef0edad15a7c/5,1,11,224
2c1cef0edad15a7c/5,1,12,2072
2c1cef0edad15a7c/5,1,13,137
2c1cef0edad15a7c/5,1,14,656
199af2d885fc768d/1,1,1,2986
199af2d885fc768d/1,1,2,2987
199af2d885fc768d/1,1,3,2988
199af2d885fc768d/1,1,4,2989
199af2d885fc768d/1,1,5,2990
199af2d885fc768d/1,1,6,2991
199af2d885fc768d/1,1,7,2992
199af2d885fc768d/1,1,8,2980
199af2d885fc768d/1,1,9,2993
199af2d885fc768d/1,1,10,2994
199af2d885fc768d/1,1,11,2977
199af2d885fc768d/1,1,12,2995
199af2d885fc768d/1,1,13,2996
199af2d885fc768d/1,1,14,2997
199af2d885fc768d/1,1,15,2998
199af2d885fc768d/1,1,16,2999
199af2d885fc768d/1,1,17,3000
77dee245621ad8e6/5,1,1,3053
77dee245621ad8e6/5,1,2,3086
77dee245621ad8e6/5,1,3,3085
77dee245621ad8e6/5,1,4,3126
77dee245621ad8e6/5,1,5,4274
77dee245621ad8e6/5,1,6,3093
77dee245621ad8e6/5,1,7,3088
77dee245621ad8e6/5,1,8,3188
77dee245621ad8e6/5,1,9,3270
77dee245621ad8e6/5,1,10,2986
77dee245621ad8e6/5,1,11,3087
77dee245621ad8e6/5,1,12,3208
77dee245621ad8e6/5,1,13,2993
77dee245621ad8e6/5,1,14,3099
77dee245621ad8e6/5,1,15,3158
77dee245621ad8e6/5,1,16,3096
77dee245621ad8e6/5,1,17,3100
77dee245621ad8e6/5,1,18,3187
77dee245621ad8e6/5,1,19,3210
77dee245621ad8e6/5,1,20,3123
77dee245621ad8e6/5,1,21,3030
77dee245621ad8e6/5,1,22,3051
77dee245621ad8e6/5,1,23,3173
77dee245621ad8e6/5,1,24,3153
77dee245621ad8e6/5,1,25,3141
77dee245621ad8e6/5,1,26,3211
77dee245621ad8e6/6,1,1,3014
77dee245621ad8e6/6,1,2,3014
77dee245621ad8e6/6,1,3,3014
77dee245621ad8e6/6,1,4,3014
77dee245621ad8e6/6,1,5,3015
77dee245621ad8e6/6,1,6,3015
77dee245621ad8e6/6,1,7,3015
77dee245621ad8e6/6,1,8,3016
acaff9c726eed6f3/12,1,1,3003
acaff9c726eed6f3/12,1,2,3014
acaff9c726eed6f3/12,1,3,3116
acaff9c726eed6f3/12,1,4,3100
acaff9c726eed6f3/12,1,5,3101
acaff9c726eed6f3/12,1,6,3102
acaff9c726eed6f3/12,1,7,3012
acaff9c726eed6f3/12,1,8,2986
acaff9c726eed6f3/12,1,9,3103
acaff9c726eed6f3/12,1,10,3104
acaff9c726eed6f3/12,1,11,3150
acaff9c726eed6f3/12,1,12,3127
acaff9c726eed6f3/12,1,13,3204
acaff9c726eed6f3/12,1,14,3086
acaff9c726eed6f3/12,1,15,3195
acaff9c726eed6f3/12,1,16,3146
acaff9c726eed6f3/12,1,17,3016
acaff9c726eed6f3/13,1,1,3004
acaff9c726eed6f3/13,1,2,3231
acaff9c726eed6f3/13,1,3,3119
acaff9c726eed6f3/13,1,4,3134
acaff9c726eed6f3/13,1,5,3072
acaff9c726eed6f3/13,1,6,3140
acaff9c726eed6f3/13,1,7,3125
acaff9c726eed6f3/13,1,8,2977
acaff9c726eed6f3/13,1,9,3132
acaff9c726eed6f3/13,1,10,3151
acaff9c726eed6f3/13,1,11,3474
acaff9c726eed6f3/13,1,12,3353
2b91242109571fff/9,1,1,2985
2b91242109571fff/9,1,2,3007
2b91242109571fff/9,1,3,3109
2b91242109571fff/9,1,4,3200
2b91242109571fff/9,1,5,3074
2b91242109571fff/9,1,6,3025
2b91242109571fff/9,1,7,4274
2b91242109571fff/9,1,8,3036
2b91242109571fff/9,1,9,3242
2b91242109571fff/9,1,10,3038
2b91242109571fff/9,1,11,3228
2b91242109571fff/9,1,12,3153
2b91242109571fff/9,1,13,3188
2b91242109571fff/9,1,14,3048
2b91242109571fff/9,1,15,2986
2b91242109571fff/9,1,16,3093
2b91242109571fff/9,1,17,3088
2b91242109571fff/9,1,18,3176
2b91242109571fff/9,1,19,3027
2b91242109571fff/9,1,20,3204
2b91242109571fff/9,1,21,3092
3324c9b7d9c974a6/2,1,1,3014
3324c9b7d9c974a6/2,1,2,3014
3324c9b7d9c974a6/2,1,3,3014
3324c9b7d9c974a6/2,1,4,3014
3324c9b7d9c974a6/2,1,5,3015
3324c9b7d9c974a6/2,1,6,3015
3324c9b7d9c974a6/2,1,7,3015
3324c9b7d9c974a6/2,1,8,3016
3324c9b7d9c974a6/2,1,9,3012
3324c9b7d9c974a6/2,1,10,2986
343bf8160ed03288/10,1,1,3234
343bf8160ed03288/10,1,2,3175
343bf8160ed03288/10,1,3,3123
343bf8160ed03288/10,1,4,3224
343bf8160ed03288/10,1,5,3158
343bf8160ed03288/11,1,1,3111
343bf8160ed03288/11,1,2,3039
343bf8160ed03288/11,1,3,3033
343bf8160ed03288/11,1,4,3098
343bf8160ed03288/11,1,5,3097
343bf8160ed03288/11,1,6,3041
343bf8160ed03288/11,1,7,3006
343bf8160ed03288/11,1,8,3271
343bf8160ed03288/11,1,9,3245
343bf8160ed03288/12,1,1,3044
343bf8160ed03288/12,1,2,3126
343bf8160ed03288/12,1,3,3085
343bf8160ed03288/12,1,4,3087
343bf8160ed03288/12,1,5,3086
343bf8160ed03288/12,1,6,3270
343bf8160ed03288/12,1,7,3134
343bf8160ed03288/12,1,8,3242
343bf8160ed03288/12,1,9,3000
343bf8160ed03288/12,1,10,3088
343bf8160ed03288/12,1,11,3046
343bf8160ed03288/12,1,12,3106
343bf8160ed03288/12,1,13,3123
343bf8160ed03288/12,1,14,4274
343bf8160ed03288/12,1,15,3296
343bf8160ed03288/12,1,16,3099
343bf8160ed03288/12,1,17,3038
343bf8160ed03288/12,1,18,3093
343bf8160ed03288/12,1,19,3187
343bf8160ed03288/12,1,20,3216
343bf8160ed03288/12,1,21,2988
343bf8160ed03288/12,1,22,3128
343bf8160ed03288/12,1,23,3234
343bf8160ed03288/12,1,24,2992
343bf8160ed03288/12,1,25,2986
343bf8160ed03288/13,1,1,3023
343bf8160ed03288/13,1,2,3242
343bf8160ed03288/13,1,3,3094
343bf8160ed03288/13,1,4,3205
343bf8160ed03288/13,1,5,3046
343bf8160ed03288/13,1,6,3270
343bf8160ed03288/13,1,7,3051
343bf8160ed03288/13,1,8,3106
343bf8160ed03288/13,1,9,3244
343bf8160ed03288/13,1,10,3234
343bf8160ed03288/13,1,11,3296
343bf8160ed03288/13,1,12,3099
343bf8160ed03288/13,1,13,3107
343bf8160ed03288/13,1,14,3010
343bf8160ed03288/13,1,15,2997
343bf8160ed03288/13,1,16,3091
343bf8160ed03288/13,1,17,3210
343bf8160ed03288/13,1,18,3038
343bf8160ed03288/13,1,19,3187
343bf8160ed03288/14,1,1,3153
343bf8160ed03288/14,1,2,3175
343bf8160ed03288/14,1,3,3124
343bf8160ed03288/14,1,4,2977
343bf8160ed03288/14,1,5,3086
343bf8160ed03288/14,1,6,3244
343bf8160ed03288/14,1,7,3036
343bf8160ed03288/14,1,8,3005
343bf8160ed03288/14,1,9,3046
343bf8160ed03288/14,1,10,3205
343bf8160ed03288/14,1,11,3106
343bf8160ed03288/14,1,12,3270
343bf8160ed03288/14,1,13,3051
343bf8160ed03288/14,1,14,3244
343bf8160ed03288/14,1,15,3234
343bf8160ed03288/14,1,16,3296
343bf8160ed03288/14,1,17,3099
343bf8160ed03288/14,1,18,3107
343bf8160ed03288/14,1,19,3010
66892f84443bab3e/23,1,1,3218
ca07c11c3ed7a790/1,1,1,3096
ca07c11c3ed7a790/1,1,2,3028
ca07c11c3ed7a790/1,1,3,3203
ca07c11c3ed7a790/1,1,4,3030
ca07c11c3ed7a790/1,1,5,3092
ca07c11c3ed7a790/1,1,6,3141
ca07c11c3ed7a790/1,1,7,3110
ca07c11c3ed7a790/1,1,8,3148
ca07c11c3ed7a790/1,1,9,3432
ca07c11c3ed7a790/1,1,10,3177
ca07c11c3ed7a790/1,1,11,3166
ca07c11c3ed7a790/1,1,12,3058
ca07c11c3ed7a790/1,1,13,3059
ca07c11c3ed7a790/1,1,14,4274
ca07c11c3ed7a790/1,1,15,3052
ca07c11c3ed7a790/1,1,16,3024
ca07c11c3ed7a790/1,1,17,3142
ca07c11c3ed7a790/1,1,18,3165
ca07c11c3ed7a790/1,1,19,3231
ca07c11c3ed7a790/1,1,20,3222
ca07c11c3ed7a790/1,1,21,3167
ca07c11c3ed7a790/1,1,22,3187
ca07c11c3ed7a790/1,1,23,3012
ca07c11c3ed7a790/1,1,24,3201
ca07c11c3ed7a790/1,1,25,3202
ac7960fa1d6c2bdb/1,1,1,665
ac7960fa1d6c2bdb/1,1,2,1100
ac7960fa1d6c2bdb/1,1,3,3279
ac7960fa1d6c2bdb/1,1,4,1739
ac7960fa1d6c2bdb/1,1,5,1018
ac7960fa1d6c2bdb/1,1,6,909
ac7960fa1d6c2bdb/1,1,7,292
ac7960fa1d6c2bdb/1,1,8,133
ac7960fa1d6c2bdb/1,1,9,1913
ac7960fa1d6c2bdb/1,1,10,1587
ac7960fa1d6c2bdb/1,1,11,750
ac7960fa1d6c2bdb/1,1,12,2815
ac7960fa1d6c2bdb/1,1,13,2176
58c21fc101433b08/5,1,1,3100
58c21fc101433b08/5,1,2,3014
58c21fc101433b08/5,1,3,3034
58c21fc101433b08/5,1,4,3147
58c21fc101433b08/5,1,5,3124
58c21fc101433b08/5,1,6,3117
58c21fc101433b08/5,1,7,3194
58c21fc101433b08/5,1,8,3002
58c21fc101433b08/5,1,9,3003
58c21fc101433b08/6,1,1,3024
58c21fc101433b08/6,1,2,3185
58c21fc101433b08/6,1,3,3030
58c21fc101433b08/6,1,4,3108
58c21fc101433b08/6,1,5,3242
58c21fc101433b08/6,1,6,3098
58c21fc101433b08/6,1,7,3111
58c21fc101433b08/6,1,8,3283
58c21fc101433b08/6,1,9,3112
58c21fc101433b08/6,1,10,3134
58c21fc101433b08/6,1,11,3047
58c21fc101433b08/6,1,12,3345
58c21fc101433b08/6,1,13,3113
58c21fc101433b08/6,1,14,3106
58c21fc101433b08/6,1,15,3165
58c21fc101433b08/6,1,16,3059
58c21fc101433b08/6,1,17,3133
58c21fc101433b08/6,1,18,3008
58c21fc101433b08/6,1,19,3052
58c21fc101433b08/6,1,20,3071
58c21fc101433b08/6,1,21,3127
58c21fc101433b08/6,1,22,2989
58c21fc101433b08/6,1,23,3080
58c21fc101433b08/7,1,1,3100
58c21fc101433b08/7,1,2,2986
58c21fc101433b08/7,1,3,3302
58c21fc101433b08/7,1,4,3082
58c21fc101433b08/7,1,5,3006
58c21fc101433b08/7,1,6,2986
58c21fc101433b08/7,1,7,3177
58c21fc101433b08/7,1,8,3011
58c21fc101433b08/7,1,9,3012
58c21fc101433b08/7,1,10,2992
58c21fc101433b08/7,1,11,3179
58c21fc101433b08/7,1,12,3218
58c21fc101433b08/7,1,13,3345
58c21fc101433b08/7,1,14,3052
58c21fc101433b08/8,1,1,3100
58c21fc101433b08/8,1,2,2986
58c21fc101433b08/8,1,3,3124
58c21fc101433b08/8,1,4,2977
58c21fc101433b08/8,1,5,3174
58c21fc101433b08/8,1,6,3244
58c21fc101433b08/8,1,7,3044
58c21fc101433b08/8,1,8,3005
58c21fc101433b08/8,1,9,3174
58c21fc101433b08/8,1,10,3174
58c21fc101433b08/9,1,1,3195
58c21fc101433b08/9,1,2,3117
58c21fc101433b08/9,1,3,3034
58c21fc101433b08/9,1,4,3001
58c21fc101433b08/9,1,5,3124
58c21fc101433b08/9,1,6,3100
58c21fc101433b08/9,1,7,3193
58c21fc101433b08/9,1,8,3145
58c21fc101433b08/9,1,9,3002
58c21fc101433b08/10,1,1,3059
58c21fc101433b08/10,1,2,3117
58c21fc101433b08/10,1,3,3173
58c21fc101433b08/10,1,4,3174
58c21fc101433b08/10,1,5,3155
58c21fc101433b08/10,1,6,2992
58c21fc101433b08/10,1,7,3012
58c21fc101433b08/10,1,8,2986
0c12526963dd22b4/3,1,1,3506
0c12526963dd22b4/3,1,2,3565
0c12526963dd22b4/3,1,3,4334
0c12526963dd22b4/3,1,4,3342
0c12526963dd22b4/3,1,5,2739
0c12526963dd22b4/3,1,6,3520
0c12526963dd22b4/3,1,7,3843
0c12526963dd22b4/3,1,8,4335
0c12526963dd22b4/3,1,9,4336
0c12526963dd22b4/3,1,10,4337
57937221020dd0c5/2,1,1,3044
57937221020dd0c5/2,1,2,3204
57937221020dd0c5/2,1,3,3012
57937221020dd0c5/2,1,4,3163
57937221020dd0c5/2,1,5,3153
57937221020dd0c5/2,1,6,3174
57937221020dd0c5/2,1,7,3090
57937221020dd0c5/2,1,8,3091
57937221020dd0c5/2,1,9,3015
57937221020dd0c5/2,1,10,3014
57937221020dd0c5/2,1,11,3087
57937221020dd0c5/2,1,12,3085
57937221020dd0c5/2,1,13,3086
57937221020dd0c5/2,1,14,3143
57937221020dd0c5/2,1,15,3157
57937221020dd0c5/2,1,16,2992
57937221020dd0c5/2,1,17,3100
57937221020dd0c5/2,1,18,3051
57937221020dd0c5/3,1,1,3012
57937221020dd0c5/3,1,2,3163
57937221020dd0c5/3,1,3,3014
57937221020dd0c5/3,1,4,3015
57937221020dd0c5/3,1,5,3100
57937221020dd0c5/3,1,6,3051
57937221020dd0c5/3,1,7,3175
57937221020dd0c5/3,1,8,3102
57937221020dd0c5/3,1,9,3016
57937221020dd0c5/3,1,10,3003
57937221020dd0c5/3,1,11,3033
57937221020dd0c5/3,1,12,3085
57937221020dd0c5/3,1,13,3086
57937221020dd0c5/3,1,14,3143
57937221020dd0c5/3,1,15,3157
57937221020dd0c5/3,1,16,2992
57937221020dd0c5/3,1,17,3100
57937221020dd0c5/3,1,18,3051
57937221020dd0c5/4,1,1,3044
57937221020dd0c5/4,1,2,3204
57937221020dd0c5/4,1,3,3012
57937221020dd0c5/4,1,4,3163
57937221020dd0c5/4,1,5,3153
57937221020dd0c5/4,1,6,3174
57937221020dd0c5/4,1,7,3090
57937221020dd0c5/4,1,8,3091
57937221020dd0c5/4,1,9,3015
57937221020dd0c5/4,1,10,3014
57937221020dd0c5/4,1,11,3087
57937221020dd0c5/4,1,12,3085
57937221020dd0c5/4,1,13,3086
57937221020dd0c5/4,1,14,3143
57937221020dd0c5/4,1,15,3157
57937221020dd0c5/4,1,16,2992
57937221020dd0c5/4,1,17,3100
57937221020dd0c5/4,1,18,3051
57937221020dd0c5/5,1,1,3044
57937221020dd0c5/5,1,2,3204
57937221020dd0c5/5,1,3,3012
57937221020dd0c5/5,1,4,3157
57937221020dd0c5/5,1,5,3153
57937221020dd0c5/5,1,6,3163
57937221020dd0c5/5,1,7,3174
57937221020dd0c5/5,1,8,3090
57937221020dd0c5/5,1,9,3091
57937221020dd0c5/5,1,10,3015
57937221020dd0c5/5,1,11,3014
57937221020dd0c5/5,1,12,3086
57937221020dd0c5/5,1,13,3085
57937221020dd0c5/5,1,14,3087
57937221020dd0c5/5,1,15,3143
57937221020dd0c5/5,1,16,2992
57937221020dd0c5/5,1,17,3051
57937221020dd0c5/5,1,18,3100
57937221020dd0c5/5,1,19,3102
fd60e779920b6ab0/20,1,1,3054
fd60e779920b6ab0/20,1,2,3039
fd60e779920b6ab0/20,1,3,3055
fd60e779920b6ab0/20,1,4,3100
fd60e779920b6ab0/20,1,5,3101
fd60e779920b6ab0/20,1,6,3102
fd60e779920b6ab0/20,1,7,3012
fd60e779920b6ab0/20,1,8,2986
fd60e779920b6ab0/20,1,9,3103
fd60e779920b6ab0/20,1,10,3104
fd60e779920b6ab0/21,1,1,3003
fd60e779920b6ab0/21,1,2,3012
fd60e779920b6ab0/21,1,3,3124
fd60e779920b6ab0/21,1,4,3163
fd60e779920b6ab0/21,1,5,3100
fd60e779920b6ab0/21,1,6,3193
fd60e779920b6ab0/21,1,7,3210
fd60e779920b6ab0/21,1,8,3145
fd60e779920b6ab0/21,1,9,2986
fd60e779920b6ab0/21,1,10,3174
fd60e779920b6ab0/22,1,1,3014
fd60e779920b6ab0/22,1,2,3014
fd60e779920b6ab0/22,1,3,3014
fd60e779920b6ab0/22,1,4,3014
fd60e779920b6ab0/22,1,5,3015
fd60e779920b6ab0/22,1,6,3015
fd60e779920b6ab0/22,1,7,3015
fd60e779920b6ab0/22,1,8,3016
23b6bac27edb78ae/1,1,1,3225
23b6bac27edb78ae/1,1,2,3015
23b6bac27edb78ae/1,1,3,3147
23b6bac27edb78ae/1,1,4,3195
23b6bac27edb78ae/1,1,5,3003
23b6bac27edb78ae/1,1,6,3392
23b6bac27edb78ae/1,1,7,3064
23b6bac27edb78ae/1,1,8,3009
23b6bac27edb78ae/1,1,9,3010
23b6bac27edb78ae/1,1,10,3011
23b6bac27edb78ae/1,1,11,3012
23b6bac27edb78ae/1,1,12,3013
9443287a9583cdae/2,1,1,3114
9443287a9583cdae/2,1,2,3231
9443287a9583cdae/2,1,3,3117
9443287a9583cdae/2,1,4,3173
9443287a9583cdae/2,1,5,3174
9443287a9583cdae/2,1,6,3101
9443287a9583cdae/2,1,7,3156
9443287a9583cdae/2,1,8,2992
9443287a9583cdae/2,1,9,3012
9443287a9583cdae/2,1,10,2986
9443287a9583cdae/3,1,1,3014
9443287a9583cdae/3,1,2,3012
9443287a9583cdae/3,1,3,3236
9443287a9583cdae/3,1,4,3101
9443287a9583cdae/3,1,5,2986
9443287a9583cdae/3,1,6,3174
9443287a9583cdae/3,1,7,3150
9443287a9583cdae/3,1,8,3175
9443287a9583cdae/3,1,9,3000
9443287a9583cdae/3,1,10,2983
b4e9cd79ad4c4c1b/1,1,1,3008
b4e9cd79ad4c4c1b/3,1,1,3213
b4e9cd79ad4c4c1b/5,1,1,3020
b4e9cd79ad4c4c1b/6,1,1,3019
b4e9cd79ad4c4c1b/6,1,2,3167
b4e9cd79ad4c4c1b/6,1,3,3099
b4e9cd79ad4c4c1b/6,1,4,3244
b4e9cd79ad4c4c1b/7,1,1,3021
b4e9cd79ad4c4c1b/8,1,1,3007
b4e9cd79ad4c4c1b/9,1,1,3103
b4e9cd79ad4c4c1b/9,1,2,3168
b4e9cd79ad4c4c1b/9,1,3,2998
b4e9cd79ad4c4c1b/9,1,4,3106
b4e9cd79ad4c4c1b/9,1,5,3031
b4e9cd79ad4c4c1b/10,1,1,3057
b4e9cd79ad4c4c1b/11,1,1,3193
b4e9cd79ad4c4c1b/12,1,1,3040
b4e9cd79ad4c4c1b/13,1,1,3168
b4e9cd79ad4c4c1b/14,1,1,3183
b4e9cd79ad4c4c1b/17,1,1,3213
b4e9cd79ad4c4c1b/18,1,1,3055
b4e9cd79ad4c4c1b/19,1,1,3035
b4e9cd79ad4c4c1b/19,1,2,3039
b4e9cd79ad4c4c1b/19,1,3,3403
